Ref,Val,Package,PosX,PosY,Rot,Side
"C54","0.1uF","C_0402_1005Metric",-192.180000,-93.420000,90.000000,bottom
"C55","10uF","C_0603_1608Metric",-199.600000,-120.950000,90.000000,bottom
"C56","10uF","C_0603_1608Metric",-190.700000,-120.950000,90.000000,bottom
"C57","100n","C_0402_1005Metric",-133.700000,-107.050000,-90.000000,bottom
"C58","100n","C_0402_1005Metric",-133.700000,-98.850000,-90.000000,bottom
"C59","100n","C_0402_1005Metric",-127.100000,-102.060000,180.000000,bottom
"C60","100n","C_0402_1005Metric",-128.350000,-107.325000,180.000000,bottom
"C66","100n","C_0402_1005Metric",-131.650000,-101.650000,0.000000,bottom
"C67","100n","C_0402_1005Metric",-131.650000,-100.550000,0.000000,bottom
"C70","100n","C_0402_1005Metric",-131.650000,-99.250000,0.000000,bottom
"C81","100n","C_0402_1005Metric",-199.790000,-100.020000,-90.000000,bottom
"C97","15p","C_0402_1005Metric",-113.940000,-102.060000,90.000000,bottom
"C98","15p","C_0402_1005Metric",-116.240000,-102.060000,90.000000,bottom
"C99","15p","C_0402_1005Metric",-110.410000,-102.040000,90.000000,bottom
"C100","15p","C_0402_1005Metric",-112.610000,-102.050000,90.000000,bottom
"C101","22p","C_0805_2012Metric",-106.522500,-99.800000,180.000000,bottom
"C103","1uF_50V","C_0402_1005Metric",-178.180000,-82.780000,0.000000,bottom
"C104","1uF","C_0402_1005Metric",-181.490000,-78.440000,-90.000000,bottom
"C105","1uF","C_0402_1005Metric",-183.140000,-78.510000,-90.000000,bottom
"C106","0.1uF_25V","C_0402_1005Metric",-185.800000,-72.200000,180.000000,bottom
"C107","22uF","C_0805_2012Metric",-158.000000,-96.400000,180.000000,bottom
"C108","22uF","C_0805_2012Metric",-158.000000,-94.025000,180.000000,bottom
"C109","1uF","C_0402_1005Metric",-138.082500,-81.510000,90.000000,bottom
"C110","0.1uF_25V","C_0402_1005Metric",-158.770000,-92.350000,180.000000,bottom
"C111","1nF>25v","C_0402_1005Metric",-158.760000,-87.540000,180.000000,bottom
"C112","1uF","C_0402_1005Metric",-139.182500,-81.510000,-90.000000,bottom
"C113","1uF","C_0402_1005Metric",-140.622500,-81.620000,-90.000000,bottom
"C114","100pF","C_0402_1005Metric",-145.255000,-86.105000,-90.000000,bottom
"C115","100pF","C_0402_1005Metric",-152.560000,-85.960000,0.000000,bottom
"C116","0.1uF","C_0402_1005Metric",-151.450000,-82.197500,-90.000000,bottom
"C117","4.7uF","CP_EIA-3528-21_Kemet-B",-154.400000,-71.750000,180.000000,bottom
"C119","4.7u","C_0603_1608Metric",-125.675000,-87.050000,180.000000,bottom
"C120","22u","C_0805_2012Metric",-121.410000,-77.260000,90.000000,bottom
"C121","22u","C_0805_2012Metric",-121.110000,-81.860000,0.000000,bottom
"C122","100n","C_0603_1608Metric",-120.910000,-79.960000,0.000000,bottom
